"Problem","Package","File","Priority","Line","Description","Rule set","Rule"
"489","com.outreach.management.controllers","src/main/java/com/outreach/management/controllers/UserAuthenticationController.java","3","29","LocalVariableCouldBeFinal: Local variable 'userDetails' could be declared final","Code Style","LocalVariableCouldBeFinal"
"490","com.outreach.management.controllers","src/main/java/com/outreach/management/controllers/UserAuthenticationController.java","3","29","LocalVariableCouldBeFinal: Local variable 'userDetails' could be declared final","Code Style","LocalVariableCouldBeFinal"
"491","com.outreach.management.controllers","src/main/java/com/outreach/management/controllers/UserAuthenticationController.java","3","35","CommentRequired: Public method and constructor comments are required","Documentation","CommentRequired"
"492","com.outreach.management.controllers","src/main/java/com/outreach/management/controllers/UserAuthenticationController.java","3","35","CommentRequired: Public method and constructor comments are required","Documentation","CommentRequired"
"493","com.outreach.management.controllers","src/main/java/com/outreach/management/controllers/UserAuthenticationController.java","3","35","MethodArgumentCouldBeFinal: Parameter 'userDetailsDTO' is not assigned and could be declared final","Code Style","MethodArgumentCouldBeFinal"
"494","com.outreach.management.controllers","src/main/java/com/outreach/management/controllers/UserAuthenticationController.java","3","35","MethodArgumentCouldBeFinal: Parameter 'userDetailsDTO' is not assigned and could be declared final","Code Style","MethodArgumentCouldBeFinal"
"495","com.outreach.management.controllers","src/main/java/com/outreach/management/controllers/UserAuthenticationController.java","3","36","LocalVariableCouldBeFinal: Local variable 'userDetailsCollections' could be declared final","Code Style","LocalVariableCouldBeFinal"
"496","com.outreach.management.controllers","src/main/java/com/outreach/management/controllers/UserAuthenticationController.java","3","36","LocalVariableCouldBeFinal: Local variable 'userDetailsCollections' could be declared final","Code Style","LocalVariableCouldBeFinal"
"497","com.outreach.management.controllers","src/main/java/com/outreach/management/controllers/UserAuthenticationController.java","3","36","LongVariable: Avoid excessively long variable names like userDetailsCollections","Code Style","LongVariable"
"498","com.outreach.management.controllers","src/main/java/com/outreach/management/controllers/UserAuthenticationController.java","3","36","LongVariable: Avoid excessively long variable names like userDetailsCollections","Code Style","LongVariable"
"499","com.outreach.management.dto","src/main/java/com/outreach/management/dto/EventSummaryDTO.java","3","9","AtLeastOneConstructor: Each class should declare at least one constructor","Code Style","AtLeastOneConstructor"
"500","com.outreach.management.dto","src/main/java/com/outreach/management/dto/EventSummaryDTO.java","3","9","AtLeastOneConstructor: Each class should declare at least one constructor","Code Style","AtLeastOneConstructor"
"501","com.outreach.management.dto","src/main/java/com/outreach/management/dto/EventSummaryDTO.java","3","9","CommentRequired: Header comments are required","Documentation","CommentRequired"
"502","com.outreach.management.dto","src/main/java/com/outreach/management/dto/EventSummaryDTO.java","3","9","CommentRequired: Header comments are required","Documentation","CommentRequired"
"503","com.outreach.management.dto","src/main/java/com/outreach/management/dto/EventSummaryDTO.java","3","9","TooManyFields: Too many fields","Design","TooManyFields"
"504","com.outreach.management.dto","src/main/java/com/outreach/management/dto/EventSummaryDTO.java","3","9","TooManyFields: Too many fields","Design","TooManyFields"
"505","com.outreach.management.dto","src/main/java/com/outreach/management/dto/EventSummaryDTO.java","3","16","UnusedPrivateMethod: Avoid unused private methods such as 'getEventID()'.","Best Practices","UnusedPrivateMethod"
"506","com.outreach.management.dto","src/main/java/com/outreach/management/dto/EventSummaryDTO.java","3","16","UnusedPrivateMethod: Avoid unused private methods such as 'getEventID()'.","Best Practices","UnusedPrivateMethod"
"507","com.outreach.management.dto","src/main/java/com/outreach/management/dto/EventSummaryDTO.java","3","19","MethodArgumentCouldBeFinal: Parameter 'eventID' is not assigned and could be declared final","Code Style","MethodArgumentCouldBeFinal"
"508","com.outreach.management.dto","src/main/java/com/outreach/management/dto/EventSummaryDTO.java","3","19","MethodArgumentCouldBeFinal: Parameter 'eventID' is not assigned and could be declared final","Code Style","MethodArgumentCouldBeFinal"
"509","com.outreach.management.dto","src/main/java/com/outreach/management/dto/EventSummaryDTO.java","3","19","UnusedPrivateMethod: Avoid unused private methods such as 'setEventID(String)'.","Best Practices","UnusedPrivateMethod"
"510","com.outreach.management.dto","src/main/java/com/outreach/management/dto/EventSummaryDTO.java","3","19","UnusedPrivateMethod: Avoid unused private methods such as 'setEventID(String)'.","Best Practices","UnusedPrivateMethod"
"511","com.outreach.management.dto","src/main/java/com/outreach/management/dto/EventSummaryDTO.java","3","22","UnusedPrivateMethod: Avoid unused private methods such as 'getMonth()'.","Best Practices","UnusedPrivateMethod"
"512","com.outreach.management.dto","src/main/java/com/outreach/management/dto/EventSummaryDTO.java","3","22","UnusedPrivateMethod: Avoid unused private methods such as 'getMonth()'.","Best Practices","UnusedPrivateMethod"
"513","com.outreach.management.dto","src/main/java/com/outreach/management/dto/EventSummaryDTO.java","3","25","MethodArgumentCouldBeFinal: Parameter 'month' is not assigned and could be declared final","Code Style","MethodArgumentCouldBeFinal"
"514","com.outreach.management.dto","src/main/java/com/outreach/management/dto/EventSummaryDTO.java","3","25","MethodArgumentCouldBeFinal: Parameter 'month' is not assigned and could be declared final","Code Style","MethodArgumentCouldBeFinal"
"515","com.outreach.management.dto","src/main/java/com/outreach/management/dto/EventSummaryDTO.java","3","25","UnusedPrivateMethod: Avoid unused private methods such as 'setMonth(String)'.","Best Practices","UnusedPrivateMethod"
"516","com.outreach.management.dto","src/main/java/com/outreach/management/dto/EventSummaryDTO.java","3","25","UnusedPrivateMethod: Avoid unused private methods such as 'setMonth(String)'.","Best Practices","UnusedPrivateMethod"
"517","com.outreach.management.dto","src/main/java/com/outreach/management/dto/EventSummaryDTO.java","3","28","UnusedPrivateMethod: Avoid unused private methods such as 'getBaseLocation()'.","Best Practices","UnusedPrivateMethod"
"518","com.outreach.management.dto","src/main/java/com/outreach/management/dto/EventSummaryDTO.java","3","28","UnusedPrivateMethod: Avoid unused private methods such as 'getBaseLocation()'.","Best Practices","UnusedPrivateMethod"
"519","com.outreach.management.dto","src/main/java/com/outreach/management/dto/EventSummaryDTO.java","3","31","MethodArgumentCouldBeFinal: Parameter 'baseLocation' is not assigned and could be declared final","Code Style","MethodArgumentCouldBeFinal"
"520","com.outreach.management.dto","src/main/java/com/outreach/management/dto/EventSummaryDTO.java","3","31","MethodArgumentCouldBeFinal: Parameter 'baseLocation' is not assigned and could be declared final","Code Style","MethodArgumentCouldBeFinal"
"521","com.outreach.management.dto","src/main/java/com/outreach/management/dto/EventSummaryDTO.java","3","31","UnusedPrivateMethod: Avoid unused private methods such as 'setBaseLocation(String)'.","Best Practices","UnusedPrivateMethod"
"522","com.outreach.management.dto","src/main/java/com/outreach/management/dto/EventSummaryDTO.java","3","31","UnusedPrivateMethod: Avoid unused private methods such as 'setBaseLocation(String)'.","Best Practices","UnusedPrivateMethod"
"523","com.outreach.management.dto","src/main/java/com/outreach/management/dto/EventSummaryDTO.java","3","34","UnusedPrivateMethod: Avoid unused private methods such as 'getBeneficiaryName()'.","Best Practices","UnusedPrivateMethod"
"524","com.outreach.management.dto","src/main/java/com/outreach/management/dto/EventSummaryDTO.java","3","34","UnusedPrivateMethod: Avoid unused private methods such as 'getBeneficiaryName()'.","Best Practices","UnusedPrivateMethod"
"525","com.outreach.management.dto","src/main/java/com/outreach/management/dto/EventSummaryDTO.java","3","37","MethodArgumentCouldBeFinal: Parameter 'beneficiaryName' is not assigned and could be declared final","Code Style","MethodArgumentCouldBeFinal"
"526","com.outreach.management.dto","src/main/java/com/outreach/management/dto/EventSummaryDTO.java","3","37","MethodArgumentCouldBeFinal: Parameter 'beneficiaryName' is not assigned and could be declared final","Code Style","MethodArgumentCouldBeFinal"
"527","com.outreach.management.dto","src/main/java/com/outreach/management/dto/EventSummaryDTO.java","3","37","UnusedPrivateMethod: Avoid unused private methods such as 'setBeneficiaryName(String)'.","Best Practices","UnusedPrivateMethod"
"528","com.outreach.management.dto","src/main/java/com/outreach/management/dto/EventSummaryDTO.java","3","37","UnusedPrivateMethod: Avoid unused private methods such as 'setBeneficiaryName(String)'.","Best Practices","UnusedPrivateMethod"
"529","com.outreach.management.dto","src/main/java/com/outreach/management/dto/EventSummaryDTO.java","3","40","UnusedPrivateMethod: Avoid unused private methods such as 'getVenueAddress()'.","Best Practices","UnusedPrivateMethod"
"530","com.outreach.management.dto","src/main/java/com/outreach/management/dto/EventSummaryDTO.java","3","40","UnusedPrivateMethod: Avoid unused private methods such as 'getVenueAddress()'.","Best Practices","UnusedPrivateMethod"
"531","com.outreach.management.dto","src/main/java/com/outreach/management/dto/EventSummaryDTO.java","3","43","MethodArgumentCouldBeFinal: Parameter 'venueAddress' is not assigned and could be declared final","Code Style","MethodArgumentCouldBeFinal"
"532","com.outreach.management.dto","src/main/java/com/outreach/management/dto/EventSummaryDTO.java","3","43","MethodArgumentCouldBeFinal: Parameter 'venueAddress' is not assigned and could be declared final","Code Style","MethodArgumentCouldBeFinal"
"533","com.outreach.management.dto","src/main/java/com/outreach/management/dto/EventSummaryDTO.java","3","43","UnusedPrivateMethod: Avoid unused private methods such as 'setVenueAddress(String)'.","Best Practices","UnusedPrivateMethod"
"534","com.outreach.management.dto","src/main/java/com/outreach/management/dto/EventSummaryDTO.java","3","43","UnusedPrivateMethod: Avoid unused private methods such as 'setVenueAddress(String)'.","Best Practices","UnusedPrivateMethod"
"535","com.outreach.management.dto","src/main/java/com/outreach/management/dto/EventSummaryDTO.java","3","46","UnusedPrivateMethod: Avoid unused private methods such as 'getCouncilName()'.","Best Practices","UnusedPrivateMethod"
"536","com.outreach.management.dto","src/main/java/com/outreach/management/dto/EventSummaryDTO.java","3","46","UnusedPrivateMethod: Avoid unused private methods such as 'getCouncilName()'.","Best Practices","UnusedPrivateMethod"
"537","com.outreach.management.dto","src/main/java/com/outreach/management/dto/EventSummaryDTO.java","3","49","MethodArgumentCouldBeFinal: Parameter 'councilName' is not assigned and could be declared final","Code Style","MethodArgumentCouldBeFinal"
"538","com.outreach.management.dto","src/main/java/com/outreach/management/dto/EventSummaryDTO.java","3","49","MethodArgumentCouldBeFinal: Parameter 'councilName' is not assigned and could be declared final","Code Style","MethodArgumentCouldBeFinal"
"539","com.outreach.management.dto","src/main/java/com/outreach/management/dto/EventSummaryDTO.java","3","49","UnusedPrivateMethod: Avoid unused private methods such as 'setCouncilName(String)'.","Best Practices","UnusedPrivateMethod"
"540","com.outreach.management.dto","src/main/java/com/outreach/management/dto/EventSummaryDTO.java","3","49","UnusedPrivateMethod: Avoid unused private methods such as 'setCouncilName(String)'.","Best Practices","UnusedPrivateMethod"
"541","com.outreach.management.dto","src/main/java/com/outreach/management/dto/EventSummaryDTO.java","3","52","UnusedPrivateMethod: Avoid unused private methods such as 'getProject()'.","Best Practices","UnusedPrivateMethod"
"542","com.outreach.management.dto","src/main/java/com/outreach/management/dto/EventSummaryDTO.java","3","52","UnusedPrivateMethod: Avoid unused private methods such as 'getProject()'.","Best Practices","UnusedPrivateMethod"
"543","com.outreach.management.dto","src/main/java/com/outreach/management/dto/EventSummaryDTO.java","3","55","MethodArgumentCouldBeFinal: Parameter 'project' is not assigned and could be declared final","Code Style","MethodArgumentCouldBeFinal"
"544","com.outreach.management.dto","src/main/java/com/outreach/management/dto/EventSummaryDTO.java","3","55","MethodArgumentCouldBeFinal: Parameter 'project' is not assigned and could be declared final","Code Style","MethodArgumentCouldBeFinal"
"545","com.outreach.management.dto","src/main/java/com/outreach/management/dto/EventSummaryDTO.java","3","55","UnusedPrivateMethod: Avoid unused private methods such as 'setProject(String)'.","Best Practices","UnusedPrivateMethod"
"546","com.outreach.management.dto","src/main/java/com/outreach/management/dto/EventSummaryDTO.java","3","55","UnusedPrivateMethod: Avoid unused private methods such as 'setProject(String)'.","Best Practices","UnusedPrivateMethod"
"547","com.outreach.management.dto","src/main/java/com/outreach/management/dto/EventSummaryDTO.java","3","58","UnusedPrivateMethod: Avoid unused private methods such as 'getCategory()'.","Best Practices","UnusedPrivateMethod"
"548","com.outreach.management.dto","src/main/java/com/outreach/management/dto/EventSummaryDTO.java","3","58","UnusedPrivateMethod: Avoid unused private methods such as 'getCategory()'.","Best Practices","UnusedPrivateMethod"
"549","com.outreach.management.dto","src/main/java/com/outreach/management/dto/EventSummaryDTO.java","3","61","MethodArgumentCouldBeFinal: Parameter 'category' is not assigned and could be declared final","Code Style","MethodArgumentCouldBeFinal"
"550","com.outreach.management.dto","src/main/java/com/outreach/management/dto/EventSummaryDTO.java","3","61","MethodArgumentCouldBeFinal: Parameter 'category' is not assigned and could be declared final","Code Style","MethodArgumentCouldBeFinal"
"551","com.outreach.management.dto","src/main/java/com/outreach/management/dto/EventSummaryDTO.java","3","61","UnusedPrivateMethod: Avoid unused private methods such as 'setCategory(String)'.","Best Practices","UnusedPrivateMethod"
"552","com.outreach.management.dto","src/main/java/com/outreach/management/dto/EventSummaryDTO.java","3","61","UnusedPrivateMethod: Avoid unused private methods such as 'setCategory(String)'.","Best Practices","UnusedPrivateMethod"
"553","com.outreach.management.dto","src/main/java/com/outreach/management/dto/EventSummaryDTO.java","3","64","UnusedPrivateMethod: Avoid unused private methods such as 'getEventName()'.","Best Practices","UnusedPrivateMethod"
"554","com.outreach.management.dto","src/main/java/com/outreach/management/dto/EventSummaryDTO.java","3","64","UnusedPrivateMethod: Avoid unused private methods such as 'getEventName()'.","Best Practices","UnusedPrivateMethod"
"555","com.outreach.management.dto","src/main/java/com/outreach/management/dto/EventSummaryDTO.java","3","67","MethodArgumentCouldBeFinal: Parameter 'eventName' is not assigned and could be declared final","Code Style","MethodArgumentCouldBeFinal"
"556","com.outreach.management.dto","src/main/java/com/outreach/management/dto/EventSummaryDTO.java","3","67","MethodArgumentCouldBeFinal: Parameter 'eventName' is not assigned and could be declared final","Code Style","MethodArgumentCouldBeFinal"
"557","com.outreach.management.dto","src/main/java/com/outreach/management/dto/EventSummaryDTO.java","3","67","UnusedPrivateMethod: Avoid unused private methods such as 'setEventName(String)'.","Best Practices","UnusedPrivateMethod"
"558","com.outreach.management.dto","src/main/java/com/outreach/management/dto/EventSummaryDTO.java","3","67","UnusedPrivateMethod: Avoid unused private methods such as 'setEventName(String)'.","Best Practices","UnusedPrivateMethod"
"559","com.outreach.management.dto","src/main/java/com/outreach/management/dto/EventSummaryDTO.java","3","70","UnusedPrivateMethod: Avoid unused private methods such as 'getEventDescription()'.","Best Practices","UnusedPrivateMethod"
"560","com.outreach.management.dto","src/main/java/com/outreach/management/dto/EventSummaryDTO.java","3","70","UnusedPrivateMethod: Avoid unused private methods such as 'getEventDescription()'.","Best Practices","UnusedPrivateMethod"
"561","com.outreach.management.dto","src/main/java/com/outreach/management/dto/EventSummaryDTO.java","3","73","MethodArgumentCouldBeFinal: Parameter 'eventDescription' is not assigned and could be declared final","Code Style","MethodArgumentCouldBeFinal"
"562","com.outreach.management.dto","src/main/java/com/outreach/management/dto/EventSummaryDTO.java","3","73","MethodArgumentCouldBeFinal: Parameter 'eventDescription' is not assigned and could be declared final","Code Style","MethodArgumentCouldBeFinal"
"563","com.outreach.management.dto","src/main/java/com/outreach/management/dto/EventSummaryDTO.java","3","73","UnusedPrivateMethod: Avoid unused private methods such as 'setEventDescription(String)'.","Best Practices","UnusedPrivateMethod"
"564","com.outreach.management.dto","src/main/java/com/outreach/management/dto/EventSummaryDTO.java","3","73","UnusedPrivateMethod: Avoid unused private methods such as 'setEventDescription(String)'.","Best Practices","UnusedPrivateMethod"
"565","com.outreach.management.dto","src/main/java/com/outreach/management/dto/EventSummaryDTO.java","3","76","UnusedPrivateMethod: Avoid unused private methods such as 'getEventDate()'.","Best Practices","UnusedPrivateMethod"
"566","com.outreach.management.dto","src/main/java/com/outreach/management/dto/EventSummaryDTO.java","3","76","UnusedPrivateMethod: Avoid unused private methods such as 'getEventDate()'.","Best Practices","UnusedPrivateMethod"
"567","com.outreach.management.dto","src/main/java/com/outreach/management/dto/EventSummaryDTO.java","3","79","MethodArgumentCouldBeFinal: Parameter 'eventDate' is not assigned and could be declared final","Code Style","MethodArgumentCouldBeFinal"
"568","com.outreach.management.dto","src/main/java/com/outreach/management/dto/EventSummaryDTO.java","3","79","MethodArgumentCouldBeFinal: Parameter 'eventDate' is not assigned and could be declared final","Code Style","MethodArgumentCouldBeFinal"
"569","com.outreach.management.dto","src/main/java/com/outreach/management/dto/EventSummaryDTO.java","3","79","UnusedPrivateMethod: Avoid unused private methods such as 'setEventDate(String)'.","Best Practices","UnusedPrivateMethod"
"570","com.outreach.management.dto","src/main/java/com/outreach/management/dto/EventSummaryDTO.java","3","79","UnusedPrivateMethod: Avoid unused private methods such as 'setEventDate(String)'.","Best Practices","UnusedPrivateMethod"
"571","com.outreach.management.dto","src/main/java/com/outreach/management/dto/EventSummaryDTO.java","3","82","UnusedPrivateMethod: Avoid unused private methods such as 'getTotalNoVolunteers()'.","Best Practices","UnusedPrivateMethod"
"572","com.outreach.management.dto","src/main/java/com/outreach/management/dto/EventSummaryDTO.java","3","82","UnusedPrivateMethod: Avoid unused private methods such as 'getTotalNoVolunteers()'.","Best Practices","UnusedPrivateMethod"
"573","com.outreach.management.dto","src/main/java/com/outreach/management/dto/EventSummaryDTO.java","3","85","MethodArgumentCouldBeFinal: Parameter 'totalNoVolunteers' is not assigned and could be declared final","Code Style","MethodArgumentCouldBeFinal"
"574","com.outreach.management.dto","src/main/java/com/outreach/management/dto/EventSummaryDTO.java","3","85","MethodArgumentCouldBeFinal: Parameter 'totalNoVolunteers' is not assigned and could be declared final","Code Style","MethodArgumentCouldBeFinal"
"575","com.outreach.management.dto","src/main/java/com/outreach/management/dto/EventSummaryDTO.java","3","85","UnusedPrivateMethod: Avoid unused private methods such as 'setTotalNoVolunteers(String)'.","Best Practices","UnusedPrivateMethod"
"576","com.outreach.management.dto","src/main/java/com/outreach/management/dto/EventSummaryDTO.java","3","85","UnusedPrivateMethod: Avoid unused private methods such as 'setTotalNoVolunteers(String)'.","Best Practices","UnusedPrivateMethod"
"577","com.outreach.management.dto","src/main/java/com/outreach/management/dto/EventSummaryDTO.java","3","88","UnusedPrivateMethod: Avoid unused private methods such as 'getTotalVolunteersHours()'.","Best Practices","UnusedPrivateMethod"
"578","com.outreach.management.dto","src/main/java/com/outreach/management/dto/EventSummaryDTO.java","3","88","UnusedPrivateMethod: Avoid unused private methods such as 'getTotalVolunteersHours()'.","Best Practices","UnusedPrivateMethod"
"579","com.outreach.management.dto","src/main/java/com/outreach/management/dto/EventSummaryDTO.java","3","91","LongVariable: Avoid excessively long variable names like totalVolunteersHours","Code Style","LongVariable"
"580","com.outreach.management.dto","src/main/java/com/outreach/management/dto/EventSummaryDTO.java","3","91","LongVariable: Avoid excessively long variable names like totalVolunteersHours","Code Style","LongVariable"
"581","com.outreach.management.dto","src/main/java/com/outreach/management/dto/EventSummaryDTO.java","3","91","MethodArgumentCouldBeFinal: Parameter 'totalVolunteersHours' is not assigned and could be declared final","Code Style","MethodArgumentCouldBeFinal"
"582","com.outreach.management.dto","src/main/java/com/outreach/management/dto/EventSummaryDTO.java","3","91","MethodArgumentCouldBeFinal: Parameter 'totalVolunteersHours' is not assigned and could be declared final","Code Style","MethodArgumentCouldBeFinal"
"583","com.outreach.management.dto","src/main/java/com/outreach/management/dto/EventSummaryDTO.java","3","91","UnusedPrivateMethod: Avoid unused private methods such as 'setTotalVolunteersHours(String)'.","Best Practices","UnusedPrivateMethod"
"584","com.outreach.management.dto","src/main/java/com/outreach/management/dto/EventSummaryDTO.java","3","91","UnusedPrivateMethod: Avoid unused private methods such as 'setTotalVolunteersHours(String)'.","Best Practices","UnusedPrivateMethod"
"585","com.outreach.management.dto","src/main/java/com/outreach/management/dto/EventSummaryDTO.java","3","94","UnusedPrivateMethod: Avoid unused private methods such as 'getTotalTravelHours()'.","Best Practices","UnusedPrivateMethod"
"586","com.outreach.management.dto","src/main/java/com/outreach/management/dto/EventSummaryDTO.java","3","94","UnusedPrivateMethod: Avoid unused private methods such as 'getTotalTravelHours()'.","Best Practices","UnusedPrivateMethod"
"587","com.outreach.management.dto","src/main/java/com/outreach/management/dto/EventSummaryDTO.java","3","97","MethodArgumentCouldBeFinal: Parameter 'totalTravelHours' is not assigned and could be declared final","Code Style","MethodArgumentCouldBeFinal"
"588","com.outreach.management.dto","src/main/java/com/outreach/management/dto/EventSummaryDTO.java","3","97","MethodArgumentCouldBeFinal: Parameter 'totalTravelHours' is not assigned and could be declared final","Code Style","MethodArgumentCouldBeFinal"
"589","com.outreach.management.dto","src/main/java/com/outreach/management/dto/EventSummaryDTO.java","3","97","UnusedPrivateMethod: Avoid unused private methods such as 'setTotalTravelHours(String)'.","Best Practices","UnusedPrivateMethod"
"590","com.outreach.management.dto","src/main/java/com/outreach/management/dto/EventSummaryDTO.java","3","97","UnusedPrivateMethod: Avoid unused private methods such as 'setTotalTravelHours(String)'.","Best Practices","UnusedPrivateMethod"
"591","com.outreach.management.dto","src/main/java/com/outreach/management/dto/EventSummaryDTO.java","3","100","UnusedPrivateMethod: Avoid unused private methods such as 'getOverallVolunteeringHours()'.","Best Practices","UnusedPrivateMethod"
"592","com.outreach.management.dto","src/main/java/com/outreach/management/dto/EventSummaryDTO.java","3","100","UnusedPrivateMethod: Avoid unused private methods such as 'getOverallVolunteeringHours()'.","Best Practices","UnusedPrivateMethod"
"593","com.outreach.management.dto","src/main/java/com/outreach/management/dto/EventSummaryDTO.java","3","103","LongVariable: Avoid excessively long variable names like overallVolunteeringHours","Code Style","LongVariable"
"594","com.outreach.management.dto","src/main/java/com/outreach/management/dto/EventSummaryDTO.java","3","103","LongVariable: Avoid excessively long variable names like overallVolunteeringHours","Code Style","LongVariable"
"595","com.outreach.management.dto","src/main/java/com/outreach/management/dto/EventSummaryDTO.java","3","103","MethodArgumentCouldBeFinal: Parameter 'overallVolunteeringHours' is not assigned and could be declared final","Code Style","MethodArgumentCouldBeFinal"
"596","com.outreach.management.dto","src/main/java/com/outreach/management/dto/EventSummaryDTO.java","3","103","MethodArgumentCouldBeFinal: Parameter 'overallVolunteeringHours' is not assigned and could be declared final","Code Style","MethodArgumentCouldBeFinal"
"597","com.outreach.management.dto","src/main/java/com/outreach/management/dto/EventSummaryDTO.java","3","103","UnusedPrivateMethod: Avoid unused private methods such as 'setOverallVolunteeringHours(String)'.","Best Practices","UnusedPrivateMethod"
"598","com.outreach.management.dto","src/main/java/com/outreach/management/dto/EventSummaryDTO.java","3","103","UnusedPrivateMethod: Avoid unused private methods such as 'setOverallVolunteeringHours(String)'.","Best Practices","UnusedPrivateMethod"
"599","com.outreach.management.dto","src/main/java/com/outreach/management/dto/EventSummaryDTO.java","3","106","UnusedPrivateMethod: Avoid unused private methods such as 'getLivesImpacted()'.","Best Practices","UnusedPrivateMethod"
"600","com.outreach.management.dto","src/main/java/com/outreach/management/dto/EventSummaryDTO.java","3","106","UnusedPrivateMethod: Avoid unused private methods such as 'getLivesImpacted()'.","Best Practices","UnusedPrivateMethod"
"601","com.outreach.management.dto","src/main/java/com/outreach/management/dto/EventSummaryDTO.java","3","109","MethodArgumentCouldBeFinal: Parameter 'livesImpacted' is not assigned and could be declared final","Code Style","MethodArgumentCouldBeFinal"
"602","com.outreach.management.dto","src/main/java/com/outreach/management/dto/EventSummaryDTO.java","3","109","MethodArgumentCouldBeFinal: Parameter 'livesImpacted' is not assigned and could be declared final","Code Style","MethodArgumentCouldBeFinal"
"603","com.outreach.management.dto","src/main/java/com/outreach/management/dto/EventSummaryDTO.java","3","109","UnusedPrivateMethod: Avoid unused private methods such as 'setLivesImpacted(String)'.","Best Practices","UnusedPrivateMethod"
"604","com.outreach.management.dto","src/main/java/com/outreach/management/dto/EventSummaryDTO.java","3","109","UnusedPrivateMethod: Avoid unused private methods such as 'setLivesImpacted(String)'.","Best Practices","UnusedPrivateMethod"
"605","com.outreach.management.dto","src/main/java/com/outreach/management/dto/EventSummaryDTO.java","3","112","UnusedPrivateMethod: Avoid unused private methods such as 'getActivityType()'.","Best Practices","UnusedPrivateMethod"
"606","com.outreach.management.dto","src/main/java/com/outreach/management/dto/EventSummaryDTO.java","3","112","UnusedPrivateMethod: Avoid unused private methods such as 'getActivityType()'.","Best Practices","UnusedPrivateMethod"
"607","com.outreach.management.dto","src/main/java/com/outreach/management/dto/EventSummaryDTO.java","3","115","MethodArgumentCouldBeFinal: Parameter 'activityType' is not assigned and could be declared final","Code Style","MethodArgumentCouldBeFinal"
"608","com.outreach.management.dto","src/main/java/com/outreach/management/dto/EventSummaryDTO.java","3","115","MethodArgumentCouldBeFinal: Parameter 'activityType' is not assigned and could be declared final","Code Style","MethodArgumentCouldBeFinal"
"609","com.outreach.management.dto","src/main/java/com/outreach/management/dto/EventSummaryDTO.java","3","115","UnusedPrivateMethod: Avoid unused private methods such as 'setActivityType(String)'.","Best Practices","UnusedPrivateMethod"
"610","com.outreach.management.dto","src/main/java/com/outreach/management/dto/EventSummaryDTO.java","3","115","UnusedPrivateMethod: Avoid unused private methods such as 'setActivityType(String)'.","Best Practices","UnusedPrivateMethod"
"611","com.outreach.management.dto","src/main/java/com/outreach/management/dto/EventSummaryDTO.java","3","118","UnusedPrivateMethod: Avoid unused private methods such as 'getStatus()'.","Best Practices","UnusedPrivateMethod"
"612","com.outreach.management.dto","src/main/java/com/outreach/management/dto/EventSummaryDTO.java","3","118","UnusedPrivateMethod: Avoid unused private methods such as 'getStatus()'.","Best Practices","UnusedPrivateMethod"
"613","com.outreach.management.dto","src/main/java/com/outreach/management/dto/EventSummaryDTO.java","3","121","MethodArgumentCouldBeFinal: Parameter 'status' is not assigned and could be declared final","Code Style","MethodArgumentCouldBeFinal"
"614","com.outreach.management.dto","src/main/java/com/outreach/management/dto/EventSummaryDTO.java","3","121","MethodArgumentCouldBeFinal: Parameter 'status' is not assigned and could be declared final","Code Style","MethodArgumentCouldBeFinal"
"615","com.outreach.management.dto","src/main/java/com/outreach/management/dto/EventSummaryDTO.java","3","121","UnusedPrivateMethod: Avoid unused private methods such as 'setStatus(String)'.","Best Practices","UnusedPrivateMethod"
"616","com.outreach.management.dto","src/main/java/com/outreach/management/dto/EventSummaryDTO.java","3","121","UnusedPrivateMethod: Avoid unused private methods such as 'setStatus(String)'.","Best Practices","UnusedPrivateMethod"
"617","com.outreach.management.dto","src/main/java/com/outreach/management/dto/EventSummaryDTO.java","3","124","UnusedPrivateMethod: Avoid unused private methods such as 'getpOCID()'.","Best Practices","UnusedPrivateMethod"
"618","com.outreach.management.dto","src/main/java/com/outreach/management/dto/EventSummaryDTO.java","3","124","UnusedPrivateMethod: Avoid unused private methods such as 'getpOCID()'.","Best Practices","UnusedPrivateMethod"
"619","com.outreach.management.dto","src/main/java/com/outreach/management/dto/EventSummaryDTO.java","3","127","MethodArgumentCouldBeFinal: Parameter 'pOCID' is not assigned and could be declared final","Code Style","MethodArgumentCouldBeFinal"
"620","com.outreach.management.dto","src/main/java/com/outreach/management/dto/EventSummaryDTO.java","3","127","MethodArgumentCouldBeFinal: Parameter 'pOCID' is not assigned and could be declared final","Code Style","MethodArgumentCouldBeFinal"
"621","com.outreach.management.dto","src/main/java/com/outreach/management/dto/EventSummaryDTO.java","3","127","UnusedPrivateMethod: Avoid unused private methods such as 'setpOCID(String)'.","Best Practices","UnusedPrivateMethod"
"622","com.outreach.management.dto","src/main/java/com/outreach/management/dto/EventSummaryDTO.java","3","127","UnusedPrivateMethod: Avoid unused private methods such as 'setpOCID(String)'.","Best Practices","UnusedPrivateMethod"
"623","com.outreach.management.dto","src/main/java/com/outreach/management/dto/EventSummaryDTO.java","3","130","UnusedPrivateMethod: Avoid unused private methods such as 'getpOCName()'.","Best Practices","UnusedPrivateMethod"
"624","com.outreach.management.dto","src/main/java/com/outreach/management/dto/EventSummaryDTO.java","3","130","UnusedPrivateMethod: Avoid unused private methods such as 'getpOCName()'.","Best Practices","UnusedPrivateMethod"
